artwork§subject
http://data.europeana.eu/proxy/provider/90402/SK_A_3116§Frankrijk @ RM0001.THESAU.253
http://data.europeana.eu/proxy/provider/2023005/71053A51_priref_894§schilderijen, olieverf op koper
http://data.europeana.eu/proxy/provider/2048077/Athena_Plus_ProvidedCHO_Bildarchiv_Foto_Marburg_obj_20246363_341_233§Porträts männlicher Personen der klassisch-antiken Geschichte @ Reiterstandbild als Staatsporträt
http://data.europeana.eu/proxy/provider/2023005/71053A51_priref_992§schilderijen, olieverf op paneel
http://data.europeana.eu/proxy/provider/2023005/71053A51_priref_896§schilderijen, olieverf op paneel
http://data.europeana.eu/proxy/provider/2023006/24062A51_priref_32§schilderingen
http://data.europeana.eu/proxy/provider/2023006/24062A51_priref_47§schilderingen
http://data.europeana.eu/proxy/provider/2023005/71053A51_priref_4561§schilderijen
http://data.europeana.eu/proxy/provider/2048077/Athena_Plus_ProvidedCHO_Bildarchiv_Foto_Marburg_t3_20318275_fmd455754§Schlacht, bewaffnete Auseinandersetzungen (generell)
http://data.europeana.eu/proxy/provider/2023006/24062A51_priref_27140§beeldhouwwerken
http://data.europeana.eu/proxy/provider/2023006/24062A51_priref_16375§schilderingen
http://data.europeana.eu/proxy/provider/90402/SK_A_1621§1772 - 1843 @ Willem I Frederik (koning der Nederlanden) @ urn:rijksmuseum:people:RM0001.PEOPLE.72737
http://data.europeana.eu/proxy/provider/2023006/24062A51_priref_77§schilderingen
http://data.europeana.eu/proxy/provider/2023005/71053A51_priref_2435§schilderijen, olieverf op doek
http://data.europeana.eu/proxy/provider/2023006/24062A51_priref_16824§schilderingen
http://data.europeana.eu/proxy/provider/2023012/71022A52_priref_13565§schilderkunst
http://data.europeana.eu/proxy/provider/2023006/24062A51_priref_3488§beeldhouwwerken
http://data.europeana.eu/proxy/provider/2023006/24062A51_priref_3623§beeldhouwwerken
http://data.europeana.eu/proxy/provider/90402/SK_C_1409§Oude Stadhuis (Amsterdam) @ RM0001.THESAU.32067 @ http://iconclass.org/44B233
http://data.europeana.eu/proxy/provider/2023006/24062A51_priref_605§beeldhouwwerken
http://data.europeana.eu/proxy/provider/90402/SK_A_305§Nieuwe Kerk (Amsterdam) @ Nieuwezijds Voorburgwal (Amsterdam) @ RM0001.THESAU.25594 @ Stadhuis op de Dam (Amsterdam) @ http://iconclass.org/25I141 @ http://iconclass.org/25I145
http://data.europeana.eu/proxy/provider/90402/SK_C_535§http://iconclass.org/11Q2111 @ http://iconclass.org/23U22 @ http://iconclass.org/31D17 @ http://iconclass.org/34B12 @ http://iconclass.org/41C3 @ http://iconclass.org/41C43
http://data.europeana.eu/proxy/provider/2023005/71053A51_priref_915§schilderijen, olieverf op paneel
http://data.europeana.eu/proxy/provider/2023005/71053A51_priref_947§schilderijen, olieverf op paneel
http://data.europeana.eu/proxy/provider/2026116/Partage_Plus_ProvidedCHO_Bildarchiv_Foto_Marburg_t2_20369644_432_662§http://iconclass.org/11H(WENCESLAS) @ http://iconclass.org/46C131:
http://data.europeana.eu/proxy/provider/2023005/71053A51_priref_2294§schilderijen, olieverf op doek
